-8.393707E-05,
-0.0001767115,
-0.0001208318,
-0.0001562121,
-0.0001390449,
-0.0001525936,
-0.000137032,
-0.0001373796,
-0.0001375701,
-0.000130504,
-0.0001304977,
-0.000135984,
-0.000120679,
-0.0001383936,
-0.0001278929,
-0.0001226675,
-0.0001216304,
-0.0001179602,
-0.0001159514,
-0.0001179896,
-0.0001149595,
-0.0001228473,
-0.0001032932,
-0.000126855,
-9.993466E-05,
-0.0001073424,
-0.0001035836,
-9.894829E-05,
-9.214551E-05,
-0.0001000114,
-9.06131E-05,
-8.120894E-05,
-8.254797E-05,
-7.707475E-05,
-7.584612E-05,
-8.302579E-05,
-7.379877E-05,
-6.638747E-05,
-7.754897E-05,
-5.993547E-05,
-5.164949E-05,
-6.626128E-05,
-4.609981E-05,
-4.768077E-05,
-5.026405E-05,
-4.028484E-05,
-3.808794E-05,
-2.475749E-05,
-3.04882E-05,
-1.487233E-05,
-2.187532E-05,
-1.773164E-05,
-7.900859E-06,
-7.848281E-06,
1.464876E-05,
7.089307E-06,
1.858424E-05,
2.151942E-05,
1.662036E-05,
4.028735E-05,
1.560119E-05,
4.187601E-05,
3.972433E-05,
4.521478E-05,
4.951185E-05,
4.754737E-05,
5.315172E-05,
6.136396E-05,
5.342254E-05,
7.047495E-05,
7.201036E-05,
7.976309E-05,
9.907805E-05,
7.677689E-05,
0.000123435,
0.0001075669,
0.0001233808,
0.000139445,
0.0001436686,
0.0001597219,
0.0001562472,
0.0001735552,
0.0001780499,
0.0001738264,
0.0001922867,
0.0002185194,
0.0002010017,
0.0002376486,
0.0002137306,
0.0002369796,
0.0002443736,
0.0002529136,
0.000246946,
0.0002642139,
0.0002670712,
0.0002744256,
0.0002645034,
0.0002947625,
0.0002902239,
0.0002878186,
0.0003193096,
0.0003095608,
0.000325937,
0.0003259997,
0.0003154425,
0.0003378713,
0.0003612318,
0.0003359184,
0.0003628802,
0.0003404837,
0.0003657479,
0.000372405,
0.0004025346,
0.0003897526,
0.0004156502,
0.0003881688,
0.0004117605,
0.000427099,
0.0004360858,
0.0004250116,
0.0004386749,
0.0004429999,
0.0004658911,
0.0004395682,
0.0004630757,
0.0004423556,
0.0004493008,
0.0004451771,
0.0004678121,
0.0004337759,
0.0004754614,
0.0004356926,
0.000453775,
0.0004559984,
0.0004543843,
0.0004268562,
0.0004506741,
0.0004421795,
0.0004395694,
0.0004476648,
0.0004490498,
0.0004323449,
0.0004417065,
0.0004345457,
0.0004759426,
0.0004178616,
0.0004529479,
0.0004449389,
0.0004484046,
0.0004125769,
0.0004411361,
0.0004210319,
0.0004232773,
0.0004359899,
0.0004089279,
0.0004065276,
0.0004221022,
0.0003581289,
0.0003950164,
0.000350857,
0.0003748739,
0.0003469798,
0.0003337033,
0.000337597,
0.0003486527,
0.0002914698,
0.0003316159,
0.0002733617,
0.0003139169,
0.0002922361,
0.0002527909,
0.0002332245,
0.0002100425,
0.0002177154,
0.0001862096,
0.0001888148,
0.0001596821,
0.000160121,
0.0001315253,
8.004067E-05,
0.0001034523,
0.000110536,
7.615241E-05,
2.546411E-05,
4.737487E-05,
-8.550443E-06,
1.611318E-05,
-8.578739E-05,
2.139368E-05,
-6.829455E-05,
-0.0001005295,
-9.237849E-05,
-0.000132237,
-0.0001084861,
-0.0001475369,
-0.0001359048,
-0.0002255072,
-0.0001828423,
-0.0002704123,
-0.0002649846,
-0.0002832597,
-0.0003583444,
-0.0002546629,
-0.0004320858,
-0.0003608495,
-0.0003977436,
-0.0004033754,
-0.0004911463,
-0.0004533114,
-0.0005199559,
-0.0004706068,
-0.0006089497,
-0.0004763576,
-0.0005913122,
-0.0005116475,
-0.000646038,
-0.0005675679,
-0.0006232091,
-0.0006477201,
-0.0006522591,
-0.000710076,
-0.0005991079,
-0.0007575674,
-0.000650995,
-0.0007527638,
-0.0006539813,
-0.0007370992,
-0.0007057974,
-0.0007609408,
-0.0007191655,
-0.000781347,
-0.0007639445,
-0.0008113817,
-0.000876757,
-0.0007702156,
-0.0009189406,
-0.0007887783,
-0.0009085673,
-0.0008411595,
-0.0008311964,
-0.0009364559,
-0.0007866157,
-0.0008579866,
-0.0008360562,
-0.0008419743,
-0.0008458183,
-0.0008352463,
-0.0008652098,
-0.000885708,
-0.0008325967,
-0.0008896242,
-0.0008451256,
-0.0008806594,
-0.0008821022,
-0.0008723657,
-0.0008034956,
-0.0007876047,
-0.0009210551,
-0.0008107896,
-0.0008537197,
-0.0007828584,
-0.000834222,
-0.0007401648,
-0.000771413,
-0.0007406488,
-0.0007835037,
-0.0006231098,
-0.000887474,
-0.0006567167,
-0.0007726089,
-0.0007053499,
-0.0006462032,
-0.0006707333,
-0.0006604219,
-0.0006357863,
-0.0006562707,
-0.0005384868,
-0.000653918,
-0.000585807,
-0.0005590728,
-0.0004682896,
-0.0004917634,
-0.0005558197,
-0.0004437607,
-0.0004039954,
-0.0004511726,
-0.000405427,
-0.000341082,
-0.000287606,
-0.0003623113,
-0.0002786162,
-0.0003531113,
-0.0002297952,
-0.00026992,
-0.0002860629,
-0.0001185,
-0.0003053103,
-8.879657E-05,
-0.0001860363,
-0.0001460207,
-0.0001113165,
-3.193958E-05,
-2.087103E-05,
-7.430272E-06,
-7.796455E-05,
6.98613E-05,
3.929017E-05,
7.97852E-05,
7.567136E-05,
0.000184107,
0.0001801447,
0.0002050114,
0.000190561,
0.000222273,
0.0002465372,
0.0004051517,
0.0003073121,
0.0004144673,
0.0004363839,
0.0004688799,
0.0004730661,
0.0005393096,
0.0005669242,
0.0005971469,
0.0006705759,
0.0006056515,
0.0007398655,
0.0007042228,
0.0007081368,
0.000800272,
0.0006555215,
0.000727828,
0.0007547947,
0.0007648337,
0.0007856768,
0.0007998521,
0.0007951682,
0.0009419917,
0.0008074656,
0.0009435682,
0.0008859598,
0.000950522,
0.0009146011,
0.0009656885,
0.0009858856,
0.0008826085,
0.001095933,
0.0009185387,
0.001179685,
0.0009238038,
0.001186905,
0.001002085,
0.001269913,
0.001131176,
0.001224177,
0.001195746,
0.001169962,
0.001241115,
0.001226655,
0.001365709,
0.001259102,
0.001407113,
0.00131988,
0.001431103,
0.001367125,
0.001413494,
0.001415657,
0.001496591,
0.001375414,
0.001687637,
0.001343861,
0.001643598,
0.001512543,
0.001549903,
0.001480869,
0.001452643,
0.001476274,
0.001467202,
0.001504821,
0.00146075,
0.00149423,
0.001399901,
0.001570262,
0.001362894,
0.001472444,
0.00138218,
0.001524085,
0.001333364,
0.001458602,
0.001331178,
0.001443201,
0.001377552,
0.001423803,
0.001507595,
0.00135156,
0.001427522,
0.001357179,
0.001406107,
0.00137986,
0.001346234,
0.001289599,
0.001356945,
0.00129123,
0.001309204,
0.001246696,
0.001289995,
0.001127984,
0.001178098,
0.001122167,
0.001132914,
0.001129451,
0.0009110979,
0.001135595,
0.0009129154,
0.0009997633,
0.000947734,
0.0009267352,
0.001027303,
0.0008250405,
0.000926508,
0.000836511,
0.0006963263,
0.0009290414,
0.0006704057,
0.0007495304,
0.0005869594,
0.0006623009,
0.0006163671,
0.00064682,
0.0005715422,
0.0006492026,
0.000486192,
0.0004455489,
0.0005011443,
0.0002932017,
0.000337915,
0.0002813621,
0.0002011887,
0.0002230351,
0.0002389002,
8.326874E-05,
0.0001230882,
3.962792E-05,
-5.429395E-05,
4.842345E-06,
-0.0001794317,
-3.41098E-05,
-0.0002731447,
-0.0002113658,
-0.0003983429,
-0.0003402343,
-0.0004366451,
-0.0004061998,
-0.0005150256,
-0.0005065958,
-0.0006612699,
-0.0005350297,
-0.0008833579,
-0.0006352477,
-0.0008522823,
-0.0008360572,
-0.001026721,
-0.0008481331,
-0.001021745,
-0.00106339,
-0.001008551,
-0.001224396,
-0.00111986,
-0.00124722,
-0.001258605,
-0.001252893,
-0.001318131,
-0.001398971,
-0.001379664,
-0.001363118,
-0.001525867,
-0.001454992,
-0.001621959,
-0.001518228,
-0.001554737,
-0.001654178,
-0.001562617,
-0.001682221,
-0.001759758,
-0.001772897,
-0.001614193,
-0.001745722,
-0.001815869,
-0.001712074,
-0.001717767,
-0.00180642,
-0.001721155,
-0.001897524,
-0.001726471,
-0.001865542,
-0.00171784,
-0.001903032,
-0.001848025,
-0.001822414,
-0.001747724,
-0.002008751,
-0.00181435,
-0.001876307,
-0.002020709,
-0.001747086,
-0.001919783,
-0.001811246,
-0.001879834,
-0.001775749,
-0.001932977,
-0.001803459,
-0.001885055,
-0.001711529,
-0.001912297,
-0.001816172,
-0.001632423,
-0.001839473,
-0.001586707,
-0.001684611,
-0.001531064,
-0.001505419,
-0.001551635,
-0.001430594,
-0.001445396,
-0.00146601,
-0.001452445,
-0.00136901,
-0.001481831,
-0.001349189,
-0.001340759,
-0.00131493,
-0.001239233,
-0.001255773,
-0.001183807,
-0.001137241,
-0.001135433,
-0.001014385,
-0.001059532,
-0.0009393389,
-0.001044582,
-0.0009471661,
-0.0008563408,
-0.0008825217,
-0.0008047587,
-0.0009134114,
-0.0007233056,
-0.0008120963,
-0.0007251976,
-0.0008092942,
-0.0005747143,
-0.0006615503,
-0.0006663016,
-0.0004821507,
-0.000627548,
-0.0003851523,
-0.0005072666,
-0.0003997734,
-0.0004369683,
-0.0003531222,
-0.0003157211,
-9.983349E-05,
-0.0002654298,
-1.170612E-05,
-0.0002309778,
-3.316523E-06,
-0.0001466027,
9.235973E-05,
6.053649E-05,
0.0001397693,
0.0001785356,
0.0001834283,
0.0002095949,
0.0002813467,
0.0003536781,
0.0002780603,
0.0005017202,
0.0003306468,
0.000437675,
0.0004868019,
0.0005135295,
0.0005834721,
0.0004798502,
0.0005440759,
0.000473395,
0.0006915451,
0.0006691174,
0.0006817904,
0.0007593209,
0.0006799095,
0.0009018527,
0.0007313016,
0.0009522638,
0.0007246556,
0.001009903,
0.0008567629,
0.001094374,
0.0009708544,
0.001017569,
0.0009570973,
0.001049699,
0.001102558,
0.00106645,
0.001001288,
0.001096241,
0.00114664,
0.001083611,
0.001204793,
0.001209606,
0.001090887,
0.001274562,
0.001127422,
0.001300473,
0.001132089,
0.001345938,
0.001096338,
0.001222264,
0.001167027,
0.001170548,
0.001357666,
0.001125691,
0.001295444,
0.001239376,
0.001325329,
0.001157773,
0.001341035,
0.001139797,
0.001235361,
0.001279396,
0.001220322,
0.001307173,
0.001221122,
0.001297775,
0.001164631,
0.001404534,
0.001168659,
0.001312679,
0.001243885,
0.001309014,
0.001289621,
0.001165119,
0.001238952,
0.001292784,
0.001332509,
0.001119518,
0.001353216,
0.001149004,
0.001272762,
0.001215739,
0.001195045,
0.001228907,
0.00120257,
0.001239739,
0.001109034,
0.001186492,
0.001107374,
0.001127007,
0.00100871,
0.001103865,
0.001014106,
0.0009908119,
0.0009760411,
0.0009310815,
0.0008805303,
0.0009578828,
0.000830722,
0.0008821203,
0.0006736256,
0.0009485504,
0.0006735972,
0.0008187435,
0.0006264449,
0.0006957584,
0.0006730091,
0.0005635786,
0.0006295431,
0.0005610553,
0.0005535388,
0.0004840979,
0.0004778226,
0.0003847447,
0.0002762185,
0.0003899472,
0.0004570453,
0.0002724296,
0.000340383,
0.0001335252,
0.0002858301,
0.000142569,
0.0001628463,
0.0001263363,
0.0001257533,
0.0001254271,
-3.36955E-05,
0.0001115652,
6.475295E-05,
-1.836584E-05,
3.392079E-05,
-0.0001327295,
-0.0001161195,
-0.000125874,
-0.0001851229,
-0.0002346688,
-0.000245936,
-0.0002809967,
-0.0002573106,
-0.0005086362,
-0.0004124817,
-0.0004273706,
-0.0005009908,
-0.0005582722,
-0.0005613294,
-0.000555911,
-0.0006611793,
-0.0005699558,
-0.0006654002,
-0.0006637342,
-0.00068126,
-0.0006865222,
-0.0008022324,
-0.0007448791,
-0.0008167951,
-0.0008679239,
-0.0008503178,
-0.0008355091,
-0.0009596659,
-0.0008552773,
-0.0009348587,
-0.0009578553,
-0.0009960734,
-0.000965199,
-0.001075739,
-0.0009403765,
-0.001076894,
-0.00109959,
-0.001096761,
-0.001052362,
-0.001187063,
-0.001018026,
-0.001230043,
-0.001106878,
-0.001101034,
-0.001133838,
-0.001141945,
-0.001128307,
-0.001165144,
-0.001206447,
-0.001098477,
-0.001212174,
-0.001203751,
-0.001145823,
-0.00124474,
-0.001101813,
-0.001271287,
-0.001137361,
-0.00121228,
-0.001190519,
-0.001194592,
-0.001061451,
-0.001256623,
-0.001141123,
-0.00105099,
-0.001166541,
-0.001050744,
-0.001114559,
-0.00103187,
-0.001074998,
-0.001005858,
-0.001040622,
-0.001042584,
-0.0009511694,
-0.0009679139,
-0.0009811444,
-0.000948294,
-0.0009128533,
-0.0008795635,
-0.000892614,
-0.0008608333,
-0.0008263647,
-0.0008714453,
-0.0007584,
-0.0007917234,
-0.0007940196,
-0.000679411,
-0.0007599604,
-0.0006575848,
-0.0006709705,
-0.000685849,
-0.0005671922,
-0.000679962,
-0.0005592794,
-0.0005573111,
-0.0005531794,
-0.0005504157,
-0.0004758781,
-0.0005179059,
-0.0004724892,
-0.0004823375,
-0.0003883242,
-0.00045708,
-0.0003684283,
-0.0003794552,
-0.0003281958,
-0.0003569525,
-0.0002819531,
-0.0003260117,
-0.0002687286,
-0.0002887166,
-0.0002601957,
-0.0002494877,
-0.000150881,
-0.0002110065,
-0.0001838036,
-0.0001359356,
-0.0001394295,
-9.847764E-05,
-0.0001353791,
-7.404495E-05,
-8.726897E-05,
-4.175907E-05,
1.429772E-05,
-2.093641E-05,
1.318994E-05,
5.052066E-05,
8.502135E-05,
7.408046E-05,
9.160807E-05,
0.0001482547,
5.430906E-05,
0.0001350165,
0.0001053751,
0.0001671818,
0.0001376148,
0.0001654588,
0.00015698,
0.0002252573,
0.0001691535,
0.0002661084,
0.0002128552,
0.0002331018,
0.0002592753,
0.0002294221,
0.0002658051,
0.0002194341,
0.0002760375,
0.0002472606,
0.0003318378,
0.0002056946,
0.0003309701,
0.0002193182,
0.0003538747,
0.0002844147,
0.0003337009,
0.0003268879,
0.0003269391,
0.0003690542,
-0.0001222156,
0.0002073408,
-1.599971E-05,
0.0001366666,
4.28175E-05,
9.711827E-05,
7.517882E-05,
8.031729E-05,
9.118997E-05,
8.385078E-05,
9.440118E-05,
8.477543E-05,
0.0001024289,
8.219197E-05,
9.65361E-05,
8.029209E-05,
9.532596E-05,
9.77024E-05,
8.250239E-05,
9.648183E-05,
8.479645E-05,
8.98427E-05,
8.596986E-05,
8.669173E-05,
8.329676E-05,
8.513303E-05,
8.737833E-05,
7.807851E-05,
8.494308E-05,
8.120891E-05,
7.763176E-05,
8.794344E-05,
6.930467E-05,
8.168876E-05,
6.981047E-05,
8.077305E-05,
6.953532E-05,
7.862333E-05,
6.945942E-05,
6.955449E-05,
6.680984E-05,
7.229418E-05,
6.309088E-05,
6.650789E-05,
6.515998E-05,
6.478094E-05,
6.254431E-05,
5.988184E-05,
5.981706E-05,
5.442198E-05,
5.830896E-05,
4.932832E-05,
5.411284E-05,
4.89871E-05,
5.198249E-05,
4.453308E-05,
4.817275E-05,
4.01338E-05,
4.846215E-05,
3.50499E-05,
4.548365E-05,
3.556242E-05,
4.001472E-05,
3.544182E-05,
3.224767E-05,
3.453069E-05,
2.866657E-05,
3.263848E-05,
2.351599E-05,
3.427124E-05,
1.976708E-05,
3.306474E-05,
1.547911E-05,
3.102388E-05,
1.504811E-05,
2.498065E-05,
1.701087E-05,
2.000789E-05,
1.441206E-05,
1.933672E-05,
1.193071E-05,
1.721105E-05,
1.027908E-05,
1.438233E-05,
8.949348E-06,
1.124216E-05,
7.136758E-06,
8.690802E-06,
6.841594E-06,
7.086842E-06,
5.573967E-06,
2.454196E-06,
8.221086E-06,
-4.950251E-07,
4.595572E-06,
2.912601E-06,
-3.757588E-07,
3.858357E-06,
-2.912303E-06,
1.699131E-06,
-3.980593E-06,
9.65763E-07,
-4.176718E-06,
-8.002332E-07,
-4.494172E-06,
-3.003764E-06,
-3.255784E-06,
-4.490822E-06,
-4.507656E-06,
-4.880271E-06,
-4.541473E-06,
-7.391173E-06,
-4.714043E-06,
-6.338918E-06,
-7.739981E-06,
-5.042015E-06,
-8.222483E-06,
-6.25621E-06,
-8.090939E-06,
-7.160107E-06,
-7.883192E-06,
-7.314921E-06,
-8.295657E-06,
-7.537572E-06,
-7.781808E-06,
-8.292492E-06,
-7.240819E-06,
-8.592197E-06,
-8.065818E-06,
-8.146624E-06,
-7.950413E-06,
-9.395573E-06,
-7.856096E-06,
-9.909004E-06,
-7.636245E-06,
-9.390314E-06,
-8.517177E-06,
-1.005461E-05,
-7.950811E-06,
-9.946436E-06,
-7.552173E-06,
-1.065084E-05,
-6.563472E-06,
-1.090977E-05,
-6.836645E-06,
-9.376707E-06,
-8.452398E-06,
-7.352251E-06,
-9.135137E-06,
-7.368653E-06,
-8.932354E-06,
-8.130603E-06,
-7.963635E-06,
-8.356169E-06,
-7.195594E-06,
-9.193864E-06,
-6.429937E-06,
-9.620599E-06,
-6.610698E-06,
-9.254226E-06,
-5.666295E-06,
-9.669036E-06,
-6.000771E-06,
-8.795876E-06,
-6.502289E-06,
-8.259317E-06,
-7.527298E-06,
-6.574295E-06,
