magnitudes,hps1,hps2,hps3,hps4,Product,f0
0.001306622,0,0,0,0,0,387.5977
0.0013996,0,0,0,0,0,387.5977
0.001488969,0,0,0,0,0,387.5977
0.001555353,0,0,0,0,0,387.5977
0.001571772,0,0,0,0,0,387.5977
0.001502853,0,0,0,0,0,387.5977
0.001315875,0,0,0,0,0,387.5977
0.001009814,0,0,0,0,0,387.5977
0.000722824,0,0,0,0,0,387.5977
0.0009255519,0,0,0,0,0,387.5977
0.001617567,0,0,0,0,0,387.5977
0.002451981,0,0,0,0,0,387.5977
0.003252229,0,0,0,0,0,387.5977
0.003894796,0,0,0,0,0,387.5977
0.004285142,0,0,0,0,0,387.5977
0.004368918,0,0,0,0,0,387.5977
0.004146498,0,0,0,0,0,387.5977
0.003685395,0,0,0,0,0,387.5977
0.00313138,0,0,0,0,0,387.5977
0.002708719,0,0,0,0,0,387.5977
0.00263058,0,0,0,0,0,387.5977
0.002886177,0,0,0,0,0,387.5977
0.003259996,0,0,0,0,0,387.5977
0.003561965,0,0,0,0,0,387.5977
0.003699574,0,0,0,0,0,387.5977
0.003651267,0,0,0,0,0,387.5977
0.00343554,0,0,0,0,0,387.5977
0.00308892,0,0,0,0,0,387.5977
0.002652157,0,0,0,0,0,387.5977
0.002163236,0,0,0,0,0,387.5977
0.001658365,0,0,0,0,0,387.5977
0.001180411,0,0,0,0,0,387.5977
0.0008078546,0,0,0,0,0,387.5977
0.0006945748,0,0,0,0,0,387.5977
0.0008729122,0,0,0,0,0,387.5977
0.001145184,0,0,0,0,0,387.5977
0.001385521,0,0,0,0,0,387.5977
0.001544199,0,0,0,0,0,387.5977
0.001601355,0,0,0,0,0,387.5977
0.001556457,0,0,0,0,0,387.5977
0.001429251,0,0,0,0,0,387.5977
0.001263126,0,0,0,0,0,387.5977
0.001123707,0,0,0,0,0,387.5977
0.0010742,0,0,0,0,0,387.5977
0.00112112,0,0,0,0,0,387.5977
0.001205497,0,0,0,0,0,387.5977
0.001261763,0,0,0,0,0,387.5977
0.001258082,0,0,0,0,0,387.5977
0.001206159,0,0,0,0,0,387.5977
0.001159208,0,0,0,0,0,387.5977
0.001184236,0,0,0,0,0,387.5977
0.001295187,0,0,0,0,0,387.5977
0.001425233,0,0,0,0,0,387.5977
0.0014785,0,0,0,0,0,387.5977
0.001385528,0,0,0,0,0,387.5977
0.001159009,0,0,0,0,0,387.5977
0.001047328,0,0,0,0,0,387.5977
0.001511854,0,0,0,0,0,387.5977
0.002464253,0,0,0,0,0,387.5977
0.003609448,0,0,0,0,0,387.5977
0.004745738,0,0,0,0,0,387.5977
0.005701454,0,0,0,0,0,387.5977
0.006320955,0,0,0,0,0,387.5977
0.006476534,0,0,0,0,0,387.5977
0.006087994,0,0,0,0,0,387.5977
0.005145034,0,0,0,0,0,387.5977
0.003741533,0,0,0,0,0,387.5977
0.002218297,0,0,0,0,0,387.5977
0.001936497,0,0,0,0,0,387.5977
0.003471585,0,0,0,0,0,387.5977
0.005240019,0,0,0,0,0,387.5977
0.006674416,0,0,0,0,0,387.5977
0.00756541,0,0,0,0,0,387.5977
0.007835298,0,0,0,0,0,387.5977
0.007506618,0,0,0,0,0,387.5977
0.006679223,0,0,0,0,0,387.5977
0.00549925,0,0,0,0,0,387.5977
0.004122721,0,0,0,0,0,387.5977
0.002685805,0,0,0,0,0,387.5977
0.001297496,0,0,0,0,0,387.5977
0.0003782711,0,0,0,0,0,387.5977
0.001340413,0,0,0,0,0,387.5977
0.002364568,0,0,0,0,0,387.5977
0.003213011,0,0,0,0,0,387.5977
0.003846334,0,0,0,0,0,387.5977
0.004250745,0,0,0,0,0,387.5977
0.00443866,0,0,0,0,0,387.5977
0.004444183,0,0,0,0,0,387.5977
0.004307375,0,0,0,0,0,387.5977
0.004053874,0,0,0,0,0,387.5977
0.003683053,0,0,0,0,0,387.5977
0.003174733,0,0,0,0,0,387.5977
0.002513808,0,0,0,0,0,387.5977
0.001725639,0,0,0,0,0,387.5977
0.0009683013,0,0,0,0,0,387.5977
0.0009171211,0,0,0,0,0,387.5977
0.001626379,0,0,0,0,0,387.5977
0.002341982,0,0,0,0,0,387.5977
0.002829876,0,0,0,0,0,387.5977
0.003005314,0,0,0,0,0,387.5977
0.002853741,0,0,0,0,0,387.5977
0.002424438,0,0,0,0,0,387.5977
0.001831802,0,0,0,0,0,387.5977
0.001274922,0,0,0,0,0,387.5977
0.001056549,0,0,0,0,0,387.5977
0.001232718,0,0,0,0,0,387.5977
0.001457042,0,0,0,0,0,387.5977
0.00152503,0,0,0,0,0,387.5977
0.001410217,0,0,0,0,0,387.5977
0.001196009,0,0,0,0,0,387.5977
0.001068735,0,0,0,0,0,387.5977
0.001209504,0,0,0,0,0,387.5977
0.00155698,0,0,0,0,0,387.5977
0.001952189,0,0,0,0,0,387.5977
0.002307409,0,0,0,0,0,387.5977
0.002589232,0,0,0,0,0,387.5977
0.002785325,0,0,0,0,0,387.5977
0.002886984,0,0,0,0,0,387.5977
0.002884726,0,0,0,0,0,387.5977
0.002772714,0,0,0,0,0,387.5977
0.002555802,0,0,0,0,0,387.5977
0.002253566,0,0,0,0,0,387.5977
0.001900124,0,0,0,0,0,387.5977
0.001540741,0,0,0,0,0,387.5977
0.001226817,0,0,0,0,0,387.5977
0.001003985,0,0,0,0,0,387.5977
0.0008844067,0,0,0,0,0,387.5977
0.0008293077,0,0,0,0,0,387.5977
0.0007954764,0,0,0,0,0,387.5977
0.000810107,0,0,0,0,0,387.5977
0.0009790057,0,0,0,0,0,387.5977
0.001354084,0,0,0,0,0,387.5977
0.001873065,0,0,0,0,0,387.5977
0.002442839,0,0,0,0,0,387.5977
0.002980849,0,0,0,0,0,387.5977
0.00342599,0,0,0,0,0,387.5977
0.003747559,0,0,0,0,0,387.5977
0.003949984,0,0,0,0,0,387.5977
0.004068244,0,0,0,0,0,387.5977
0.004151877,0,0,0,0,0,387.5977
0.004241255,0,0,0,0,0,387.5977
0.004350416,0,0,0,0,0,387.5977
0.004468277,0,0,0,0,0,387.5977
0.004575255,0,0,0,0,0,387.5977
0.004660554,0,0,0,0,0,387.5977
0.004728104,0,0,0,0,0,387.5977
0.004790588,0,0,0,0,0,387.5977
0.004856351,0,0,0,0,0,387.5977
0.004917032,0,0,0,0,0,387.5977
0.004941951,0,0,0,0,0,387.5977
0.004881784,0,0,0,0,0,387.5977
0.004681386,0,0,0,0,0,387.5977
0.004300321,0,0,0,0,0,387.5977
0.003744279,0,0,0,0,0,387.5977
0.003120449,0,0,0,0,0,387.5977
0.002726561,0,0,0,0,0,387.5977
0.00296118,0,0,0,0,0,387.5977
0.003791876,0,0,0,0,0,387.5977
0.004820201,0,0,0,0,0,387.5977
0.005718084,0,0,0,0,0,387.5977
0.006277957,0,0,0,0,0,387.5977
0.006381338,0,0,0,0,0,387.5977
0.005989022,0,0,0,0,0,387.5977
0.005136548,0,0,0,0,0,387.5977
0.003923877,0,0,0,0,0,387.5977
0.002499798,0,0,0,0,0,387.5977
0.001068052,0,0,0,0,0,387.5977
0.0006727907,0,0,0,0,0,387.5977
0.001721428,0,0,0,0,0,387.5977
0.002585797,0,0,0,0,0,387.5977
0.003131574,0,0,0,0,0,387.5977
0.003358933,0,0,0,0,0,387.5977
0.003311065,0,0,0,0,0,387.5977
0.003056459,0,0,0,0,0,387.5977
0.002676585,0,0,0,0,0,387.5977
0.002256748,0,0,0,0,0,387.5977
0.001878889,0,0,0,0,0,387.5977
0.001615136,0,0,0,0,0,387.5977
0.001515854,0,0,0,0,0,387.5977
0.00159039,0,0,0,0,0,387.5977
0.00180274,0,0,0,0,0,387.5977
0.002091134,0,0,0,0,0,387.5977
0.002384609,0,0,0,0,0,387.5977
0.00261213,0,0,0,0,0,387.5977
0.002713189,0,0,0,0,0,387.5977
0.002650215,0,0,0,0,0,387.5977
0.002418564,0,0,0,0,0,387.5977
0.002052854,0,0,0,0,0,387.5977
0.0016332,0,0,0,0,0,387.5977
0.001297926,0,0,0,0,0,387.5977
0.001219225,0,0,0,0,0,387.5977
0.001420667,0,0,0,0,0,387.5977
0.001752415,0,0,0,0,0,387.5977
0.002108642,0,0,0,0,0,387.5977
0.002466807,0,0,0,0,0,387.5977
0.002853174,0,0,0,0,0,387.5977
0.003316495,0,0,0,0,0,387.5977
0.003897432,0,0,0,0,0,387.5977
0.004591641,0,0,0,0,0,387.5977
0.005327301,0,0,0,0,0,387.5977
0.005971284,0,0,0,0,0,387.5977
0.006357679,0,0,0,0,0,387.5977
0.006326047,0,0,0,0,0,387.5977
0.00576215,0,0,0,0,0,387.5977
0.004637606,0,0,0,0,0,387.5977
0.003069955,0,0,0,0,0,387.5977
0.00167504,0,0,0,0,0,387.5977
0.002459312,0,0,0,0,0,387.5977
0.004417557,0,0,0,0,0,387.5977
0.006225558,0,0,0,0,0,387.5977
0.007497604,0,0,0,0,0,387.5977
0.008040432,0,0,0,0,0,387.5977
0.007782953,0,0,0,0,0,387.5977
0.00677282,0,0,0,0,0,387.5977
0.005176857,0,0,0,0,0,387.5977
0.003318456,0,0,0,0,0,387.5977
0.002031513,0,0,0,0,0,387.5977
0.002744953,0,0,0,0,0,387.5977
0.004279249,0,0,0,0,0,387.5977
0.005569113,0,0,0,0,0,387.5977
0.006345597,0,0,0,0,0,387.5977
0.006546906,0,0,0,0,0,387.5977
0.006210309,0,0,0,0,0,387.5977
0.005435814,0,0,0,0,0,387.5977
0.004357374,0,0,0,0,0,387.5977
0.003115151,0,0,0,0,0,387.5977
0.001832146,0,0,0,0,0,387.5977
0.0006001794,0,0,0,0,0,387.5977
0.0005369712,0,0,0,0,0,387.5977
0.001527805,0,0,0,0,0,387.5977
0.002357699,0,0,0,0,0,387.5977
0.00298686,0,0,0,0,0,387.5977
0.003361418,0,0,0,0,0,387.5977
0.003421562,0,0,0,0,0,387.5977
0.003119379,0,0,0,0,0,387.5977
0.00243746,0,0,0,0,0,387.5977
0.001402164,0,0,0,0,0,387.5977
0.0001139182,0,0,0,0,0,387.5977
0.001397762,0,0,0,0,0,387.5977
0.002889147,0,0,0,0,0,387.5977
0.004230257,0,0,0,0,0,387.5977
0.005261736,0,0,0,0,0,387.5977
0.0058516,0,0,0,0,0,387.5977
0.005915001,0,0,0,0,0,387.5977
0.005430516,0,0,0,0,0,387.5977
0.004451529,0,0,0,0,0,387.5977
0.003118329,0,0,0,0,0,387.5977
0.001730871,0,0,0,0,0,387.5977
0.001304296,0,0,0,0,0,387.5977
0.002303702,0,0,0,0,0,387.5977
0.003334905,0,0,0,0,0,387.5977
0.003975686,0,0,0,0,0,387.5977
0.004132956,0,0,0,0,0,387.5977
0.003830859,0,0,0,0,0,387.5977
0.003174516,0,0,0,0,0,387.5977
0.002326076,0,0,0,0,0,387.5977
0.00148875,0,0,0,0,0,387.5977
0.000933416,0,0,0,0,0,387.5977
0.0009089494,0,0,0,0,0,387.5977
0.001142235,0,0,0,0,0,387.5977
0.001368369,0,0,0,0,0,387.5977
0.001584338,0,0,0,0,0,387.5977
0.001807814,0,0,0,0,0,387.5977
0.001977373,0,0,0,0,0,387.5977
0.00198354,0,0,0,0,0,387.5977
0.001742953,0,0,0,0,0,387.5977
0.001299801,0,0,0,0,0,387.5977
0.001157409,0,0,0,0,0,387.5977
0.001994911,0,0,0,0,0,387.5977
0.003343757,0,0,0,0,0,387.5977
0.004805337,0,0,0,0,0,387.5977
0.006160249,0,0,0,0,0,387.5977
0.007240227,0,0,0,0,0,387.5977
0.007918293,0,0,0,0,0,387.5977
0.008117951,0,0,0,0,0,387.5977
0.00782371,0,0,0,0,0,387.5977
0.007091661,0,0,0,0,0,387.5977
0.006067547,0,0,0,0,0,387.5977
0.005027793,0,0,0,0,0,387.5977
0.004423808,0,0,0,0,0,387.5977
0.004665456,0,0,0,0,0,387.5977
0.005616609,0,0,0,0,0,387.5977
0.006808865,0,0,0,0,0,387.5977
0.007889947,0,0,0,0,0,387.5977
0.00866271,0,0,0,0,0,387.5977
0.009028289,0,0,0,0,0,387.5977
0.008955142,0,0,0,0,0,387.5977
0.008463413,0,0,0,0,0,387.5977
0.007613052,0,0,0,0,0,387.5977
0.006491232,0,0,0,0,0,387.5977
0.005198202,0,0,0,0,0,387.5977
0.003833131,0,0,0,0,0,387.5977
0.002488588,0,0,0,0,0,387.5977
0.001303559,0,0,0,0,0,387.5977
0.0009702044,0,0,0,0,0,387.5977
0.001890171,0,0,0,0,0,387.5977
0.003041578,0,0,0,0,0,387.5977
0.00416657,0,0,0,0,0,387.5977
0.005154395,0,0,0,0,0,387.5977
0.005883635,0,0,0,0,0,387.5977
0.006224246,0,0,0,0,0,387.5977
0.006064245,0,0,0,0,0,387.5977
0.005340031,0,0,0,0,0,387.5977
0.004061271,0,0,0,0,0,387.5977
0.002323969,0,0,0,0,0,387.5977
0.0003338794,0,0,0,0,0,387.5977
0.001783661,0,0,0,0,0,387.5977
0.003640485,0,0,0,0,0,387.5977
0.005046858,0,0,0,0,0,387.5977
0.005820313,0,0,0,0,0,387.5977
0.005874981,0,0,0,0,0,387.5977
0.005244475,0,0,0,0,0,387.5977
0.004108562,0,0,0,0,0,387.5977
0.002895263,0,0,0,0,0,387.5977
0.002542364,0,0,0,0,0,387.5977
0.003483671,0,0,0,0,0,387.5977
0.004760476,0,0,0,0,0,387.5977
0.005748129,0,0,0,0,0,387.5977
0.00619745,0,0,0,0,0,387.5977
0.006016665,0,0,0,0,0,387.5977
0.005215625,0,0,0,0,0,387.5977
0.003892872,0,0,0,0,0,387.5977
0.002261244,0,0,0,0,0,387.5977
0.001112743,0,0,0,0,0,387.5977
0.002209059,0,0,0,0,0,387.5977
0.003721013,0,0,0,0,0,387.5977
0.004827785,0,0,0,0,0,387.5977
0.005300469,0,0,0,0,0,387.5977
0.005037271,0,0,0,0,0,387.5977
0.004041001,0,0,0,0,0,387.5977
0.002420531,0,0,0,0,0,387.5977
0.000535221,0,0,0,0,0,387.5977
0.002062897,0,0,0,0,0,387.5977
0.004300854,0,0,0,0,0,387.5977
0.006301861,0,0,0,0,0,387.5977
0.007909236,0,0,0,0,0,387.5977
0.009078874,0,0,0,0,0,387.5977
0.009868291,0,0,0,0,0,387.5977
0.01039863,0,0,0,0,0,387.5977
0.01078605,0,0,0,0,0,387.5977
0.01107301,0,0,0,0,0,387.5977
0.01120412,0,0,0,0,0,387.5977
0.01106192,0,0,0,0,0,387.5977
0.01053175,0,0,0,0,0,387.5977
0.009556232,0,0,0,0,0,387.5977
0.008165639,0,0,0,0,0,387.5977
0.006493286,0,0,0,0,0,387.5977
0.004806589,0,0,0,0,0,387.5977
0.003600821,0,0,0,0,0,387.5977
0.003490472,0,0,0,0,0,387.5977
0.004274193,0,0,0,0,0,387.5977
0.005202963,0,0,0,0,0,387.5977
0.005876906,0,0,0,0,0,387.5977
0.006178766,0,0,0,0,0,387.5977
0.006130832,0,0,0,0,0,387.5977
0.00582473,0,0,0,0,0,387.5977
0.005362132,0,0,0,0,0,387.5977
0.004795643,0,0,0,0,0,387.5977
0.00409741,0,0,0,0,0,387.5977
0.003189218,0,0,0,0,0,387.5977
0.002043055,0,0,0,0,0,387.5977
0.001116386,0,0,0,0,0,387.5977
0.002109318,0,0,0,0,0,387.5977
0.003956303,0,0,0,0,0,387.5977
0.005814697,0,0,0,0,0,387.5977
0.007386868,0,0,0,0,0,387.5977
0.008467136,0,0,0,0,0,387.5977
0.008930463,0,0,0,0,0,387.5977
0.008746919,0,0,0,0,0,387.5977
0.007984552,0,0,0,0,0,387.5977
0.006796685,0,0,0,0,0,387.5977
0.005399674,0,0,0,0,0,387.5977
0.004052833,0,0,0,0,0,387.5977
0.003046701,0,0,0,0,0,387.5977
0.00262303,0,0,0,0,0,387.5977
0.002719058,0,0,0,0,0,387.5977
0.003020269,0,0,0,0,0,387.5977
0.003325176,0,0,0,0,0,387.5977
0.003587997,0,0,0,0,0,387.5977
0.003825192,0,0,0,0,0,387.5977
0.004055019,0,0,0,0,0,387.5977
0.004270937,0,0,0,0,0,387.5977
0.004436471,0,0,0,0,0,387.5977
0.004496014,0,0,0,0,0,387.5977
0.004395079,0,0,0,0,0,387.5977
0.00410558,0,0,0,0,0,387.5977
0.003651856,0,0,0,0,0,387.5977
0.003134927,0,0,0,0,0,387.5977
0.002739396,0,0,0,0,0,387.5977
0.002647051,0,0,0,0,0,387.5977
0.002834634,0,0,0,0,0,387.5977
0.003079568,0,0,0,0,0,387.5977
0.003184709,0,0,0,0,0,387.5977
0.003102598,0,0,0,0,0,387.5977
0.003004811,0,0,0,0,0,387.5977
0.003301206,0,0,0,0,0,387.5977
0.004292881,0,0,0,0,0,387.5977
0.005842012,0,0,0,0,0,387.5977
0.007644912,0,0,0,0,0,387.5977
0.009428282,0,0,0,0,0,387.5977
0.01096037,0,0,0,0,0,387.5977
0.01204663,0,0,0,0,0,387.5977
0.01253721,0,0,0,0,0,387.5977
0.01234121,0,0,0,0,0,387.5977
0.01144119,0,0,0,0,0,387.5977
0.009904016,0,0,0,0,0,387.5977
0.0078865,0,0,0,0,0,387.5977
0.005643505,0,0,0,0,0,387.5977
0.003584312,0,0,0,0,0,387.5977
0.002500689,0,0,0,0,0,387.5977
0.002932333,0,0,0,0,0,387.5977
0.003748848,0,0,0,0,0,387.5977
0.004171056,0,0,0,0,0,387.5977
0.004031439,0,0,0,0,0,387.5977
0.003401086,0,0,0,0,0,387.5977
0.002519102,0,0,0,0,0,387.5977
0.00187749,0,0,0,0,0,387.5977
0.002061265,0,0,0,0,0,387.5977
0.002721505,0,0,0,0,0,387.5977
0.003244588,0,0,0,0,0,387.5977
0.003372531,0,0,0,0,0,387.5977
0.003041768,0,0,0,0,0,387.5977
0.002302488,0,0,0,0,0,387.5977
0.001299286,0,0,0,0,0,387.5977
0.0005380756,0,0,0,0,0,387.5977
0.001304351,0,0,0,0,0,387.5977
0.002260536,0,0,0,0,0,387.5977
0.002993312,0,0,0,0,0,387.5977
0.003445091,0,0,0,0,0,387.5977
0.003634514,0,0,0,0,0,387.5977
0.003623286,0,0,0,0,0,387.5977
0.003489477,0,0,0,0,0,387.5977
0.003304411,0,0,0,0,0,387.5977
0.003122082,0,0,0,0,0,387.5977
0.00298241,0,0,0,0,0,387.5977
0.002918773,0,0,0,0,0,387.5977
0.002955182,0,0,0,0,0,387.5977
0.003092785,0,0,0,0,0,387.5977
0.003302375,0,0,0,0,0,387.5977
0.003533393,0,0,0,0,0,387.5977
0.003730216,0,0,0,0,0,387.5977
0.003845219,0,0,0,0,0,387.5977
0.003848069,0,0,0,0,0,387.5977
0.003733555,0,0,0,0,0,387.5977
0.003527275,0,0,0,0,0,387.5977
0.003285595,0,0,0,0,0,387.5977
0.003080852,0,0,0,0,0,387.5977
0.002966423,0,0,0,0,0,387.5977
0.002939129,0,0,0,0,0,387.5977
0.002940954,0,0,0,0,0,387.5977
0.002903724,0,0,0,0,0,387.5977
0.002793489,0,0,0,0,0,387.5977
0.002629592,0,0,0,0,0,387.5977
0.002477681,0,0,0,0,0,387.5977
0.002412153,0,0,0,0,0,387.5977
0.002456715,0,0,0,0,0,387.5977
0.002563053,0,0,0,0,0,387.5977
0.002657094,0,0,0,0,0,387.5977
0.00269326,0,0,0,0,0,387.5977
0.002673654,0,0,0,0,0,387.5977
0.00263681,0,0,0,0,0,387.5977
0.002630911,0,0,0,0,0,387.5977
0.002687189,0,0,0,0,0,387.5977
0.002814718,0,0,0,0,0,387.5977
0.003015596,0,0,0,0,0,387.5977
0.003292735,0,0,0,0,0,387.5977
0.003636273,0,0,0,0,0,387.5977
0.004007689,0,0,0,0,0,387.5977
0.004344431,0,0,0,0,0,387.5977
0.004583757,0,0,0,0,0,387.5977
0.00468996,0,0,0,0,0,387.5977
0.004672964,0,0,0,0,0,387.5977
0.00459066,0,0,0,0,0,387.5977
0.004527822,0,0,0,0,0,387.5977
0.004551489,0,0,0,0,0,387.5977
0.004667652,0,0,0,0,0,387.5977
0.004819764,0,0,0,0,0,387.5977
0.004927344,0,0,0,0,0,387.5977
0.004926635,0,0,0,0,0,387.5977
0.00478801,0,0,0,0,0,387.5977
0.004514505,0,0,0,0,0,387.5977
0.004131388,0,0,0,0,0,387.5977
0.003675736,0,0,0,0,0,387.5977
0.003191918,0,0,0,0,0,387.5977
0.002736707,0,0,0,0,0,387.5977
0.002391692,0,0,0,0,0,387.5977
0.002256498,0,0,0,0,0,387.5977
0.002379196,0,0,0,0,0,387.5977
0.00268984,0,0,0,0,0,387.5977
0.003053127,0,0,0,0,0,387.5977
0.003343991,0,0,0,0,0,387.5977
0.003470538,0,0,0,0,0,387.5977
0.003376562,0,0,0,0,0,387.5977
0.003043793,0,0,0,0,0,387.5977
0.002493933,0,0,0,0,0,387.5977
0.001788591,0,0,0,0,0,387.5977
0.001032651,0,0,0,0,0,387.5977
0.0004658125,0,0,0,0,0,387.5977
0.0006503104,0,0,0,0,0,387.5977
0.001007888,0,0,0,0,0,387.5977
